organization_id,org_name,state,county,counties,place,platform,platform_org_id,likely_school_district,include_in_rollout,notes
,Hudson City School District,NY,Columbia County,,,boarddocs,ny/hudsoncsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Hewlett-Woodmere Union Free School District,NY,Nassau County,,,boarddocs,ny/hwps,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lockport City School District,NY,Niagara County,,,boarddocs,ny/lockport,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,,NY,,,,boarddocs,ny/mexicocsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Minisink Valley Central School District,NY,,,,boarddocs,ny/minisink,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Mohonasen Central School District,NY,Schenectady County,,,boarddocs,ny/mohonasen,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Nassau BOCES,NY,Nassau County,,,boarddocs,ny/nassaub,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,North Colonie Central School District,NY,Albany County,,,boarddocs,ny/northcolonie,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Oyster Bay-East Norwich Central School District,NY,Nassau County,,,boarddocs,ny/oben,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Oceanside Union Free School District,NY,Nassau County,,,boarddocs,ny/oceanside,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Port Chester - Rye Union Free School District,NY,Westchester County,,,boarddocs,ny/pcru,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Penfield Central School District NY,NY,,,,boarddocs,ny/penfield,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Rockville Centre Union Free School District,NY,Nassau County,,,boarddocs,ny/rockville,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Sachem Central School District,NY,Suffolk County,,,boarddocs,ny/sachem,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Saugerties Central School District,NY,Ulster County,,,boarddocs,ny/saugerties,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Sherman Central School District,NY,Chautauqua County,,,boarddocs,ny/sherman,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Syosset Central School District,NY,Nassau County,,,boarddocs,ny/syossetschools,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Taconic Hills Central School District,NY,,,,boarddocs,ny/taconichills,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Trumansburg Central School District,NY,Tompkins County,,,boarddocs,ny/tburgschools,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Tupper Lake Central School District,NY,Franklin County,,,boarddocs,ny/tlcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Public Schools of the Tarrytowns,NY,Westchester County,,,boarddocs,ny/tufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Uniondale Public Schools,NY,Nassau County,,,boarddocs,ny/uniondale,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Utica City School District,NY,Oneida County,,,boarddocs,ny/uticaschools,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Vestal Central School District,NY,Broome County,,,boarddocs,ny/vestal,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Valley Stream Union Free School District Thirteen,NY,Nassau County,,,boarddocs,ny/vsufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Wayne Central School District,NY,Wayne County,,,boarddocs,ny/waynecsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Wellsville Central School,NY,Allegany County,,,boarddocs,ny/wellsville,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,West Genesee Central School District,NY,Onondaga County,,,boarddocs,ny/westgenesee,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Williamsville Central School District NY,NY,Erie County,,,boarddocs,ny/williams,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,White Plains Public Schools,NY,Westchester County,,,boarddocs,ny/wpcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,West Seneca Central School District,NY,Erie County,,,boarddocs,ny/wscs,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Westbury Union Free School District NY,NY,Nassau County,,,boarddocs,ny/wufsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Ada Exempted Village Schools,OH,,,,boarddocs,oh/ada,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Avon Local School District,OH,Lorain County,,,boarddocs,oh/alsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,,OH,,,,boarddocs,oh/arcadia,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Avon Lake City Schools,OH,Lorain County,,,boarddocs,oh/avonlake,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,"Village of Bethel, Ohio",OH,Clermont County,,,boarddocs,oh/betheloh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Bowling Green City School District,OH,,,,boarddocs,oh/bgcsoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Bloom-Carroll Local Schools,OH,Fairfield County,,,boarddocs,oh/bloomcarroll,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,,OH,,,,boarddocs,oh/bradford,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Brookfield Local School District,OH,,,,boarddocs,oh/brookfield,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,,OH,,,,boarddocs,oh/bryanoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Buckeye Valley Local School District,OH,Delaware County,,,boarddocs,oh/bvls,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Caldwell Exempted Village School District,OH,,,,boarddocs,oh/caldwell,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Chagrin Falls Exempted Village Schools,OH,Cuyahoga County,,,boarddocs,oh/chagrinfalls,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Chesapeake Union Exempted Village Schools,OH,Lawrence County,,,boarddocs,oh/chesapeake,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Clearview Local Schools,OH,Lorain County,,,boarddocs,oh/clearview,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,East Cleveland City Schools,OH,Cuyahoga County,,,boarddocs,oh/cleveland,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Cloverleaf Local Schools,OH,Medina County,,,boarddocs,oh/cloverleaf,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Cory-Rawson Local Schools,OH,,,,boarddocs,oh/coryoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Covington Exempted Village Schools,OH,Miami County,,,boarddocs,oh/covev,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Cuyahoga County Board of Developmental Disabilities,OH,Cuyahoga County,,,boarddocs,oh/cuyahoga,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Dover City Schools,OH,Tuscarawas County,,,boarddocs,oh/dover,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,East Guernsey Local Schools,OH,Guernsey County,,,boarddocs,oh/eastguernsey,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,East Liverpool City Schools,OH,Columbiana County,,,boarddocs,oh/eastliverpool,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Edison Local School District,OH,Erie County,,,boarddocs,oh/edison,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Euclid City School District,OH,Cuyahoga County,,,boarddocs,oh/euclidoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,,OH,,,,boarddocs,oh/fairland,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Fairlawn Local Schools,OH,Shelby County,,,boarddocs,oh/fairlawn,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Findlay City Schools Board of Education,OH,Hancock County,,,boarddocs,oh/findlay,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Fort Frye Local School District,OH,Washington County,,,boarddocs,oh/fortfrye,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Gahanna-Jefferson Public Schools,OH,Franklin County,,,boarddocs,oh/gahanna,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,,OH,Crawford County,,,boarddocs,oh/galionoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Garfield Heights City Schools,OH,Cuyahoga County,,,boarddocs,oh/garfieldheights,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Girard City Schools,OH,Trumbull County,,,boarddocs,oh/girard,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Gallia-Jackson-Vinton JVSD,OH,,,,boarddocs,oh/gjvjvsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Granville Exempted Village School District,OH,Licking County,,,boarddocs,oh/granville,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Greenon Local Schools,OH,Clark County,,,boarddocs,oh/greenon,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Greeneview Local Schools,OH,Greene County,,,boarddocs,oh/grnvw,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Harrison Hills City School District,OH,,,,boarddocs,oh/harrisonhills,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Heath City Schools,OH,Licking County,,,boarddocs,oh/heath,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Hillsdale Local School District,OH,Ashland County,,,boarddocs,oh/hillsdale,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Howland Local Schools,OH,Trumbull County,,,boarddocs,oh/howland,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Johnstown-Monroe Local School District,OH,Licking County,,,boarddocs,oh/jtmo,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Kent City School District,OH,Portage County,,,boarddocs,oh/kentcs,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lisbon Exempted Village Schools,OH,Columbiana County,,,boarddocs,oh/lisbon,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Lakewood City School District,OH,,,,boarddocs,oh/lwcsoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Maple Heights City Schools,OH,Cuyahoga County,,,boarddocs,oh/mapleheights,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Marietta City Schools,OH,,,,boarddocs,oh/marietta,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Mason City Schools OH,OH,Warren County,,,boarddocs,oh/mason,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Maumee City School District,OH,Lucas County,,,boarddocs,oh/maumee,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,,OH,,,,boarddocs,oh/meigs,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Midview Local Schools,OH,Lorain County,,,boarddocs,oh/midview,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Milford Exempted Village School District,OH,Clermont County,,,boarddocs,oh/milford,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,,OH,,,,boarddocs,oh/minerva,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Monroe Local School District,OH,Butler County,,,boarddocs,oh/monroe,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Morgan Local Schools,OH,Morgan County,,,boarddocs,oh/morganlocal,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,School Board Policy Manual,OH,,,,boarddocs,oh/mwu,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Nelsonville-York City Schools,OH,,,,boarddocs,oh/nelsonvilleyork,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Newark City Schools,OH,,,,boarddocs,oh/newark,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,,OH,,,,boarddocs,oh/northmont,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Oak Hill Union Local School District,OH,Jackson County,,,boarddocs,oh/ohulsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Olentangy Schools,OH,Delaware County,,,boarddocs,oh/olenoh,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Oregon City Schools,OH,Lucas County,,,boarddocs,oh/oregon,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Orrville City Schools,OH,Wayne County,,,boarddocs,oh/orrville,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,,OH,,,,boarddocs,oh/paint,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Princeton City School District,OH,Hamilton County,,,boarddocs,oh/prcsd,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
,Riverdale Local Schools,OH,,,,boarddocs,oh/river,True,True,"validated live 2026-07-20 (HTTP 200, browser UA); name/county enrichment pending"
